interaction_id,customer_id,fecha_interaccion,hora_interaccion,canal_contacto,motivo,transcripcion,sentimiento,puntaje_positivo,puntaje_negativo,puntaje_neutro,estrellas,resuelto,tiempo_espera_seg,duracion_minutos,agente
INT-02466,XFC-04780,2023-09-10,11:22,Email,Error en facturación,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1322,0.9007,-0.0329,1,True,77,9.6,Rosa G.
INT-02467,XFC-04780,2023-11-24,12:06,Llamada,Consulta de horarios,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1683,0.2971,0.5346,3,True,44,14.1,María P.
INT-02468,XFC-00279,2023-11-27,12:25,WhatsApp,Solicitud de reabastecimiento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.5605,0.0995,0.34,4,True,123,10.0,Ana M.
INT-02469,XFC-00279,2024-09-19,20:13,Llamada,Retraso en delivery,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.8005,0.0765,0.123,5,True,260,13.6,Yolanda T.
INT-02470,XFC-00279,2025-07-13,15:53,Llamada,Medicamento agotado,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3581,0.2127,0.4292,3,True,49,10.9,María P.
INT-02471,XFC-06888,2025-09-11,13:32,Email,Medicamento agotado,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1101,0.9144,-0.0245,2,True,154,9.8,Miguel A.
INT-02472,XFC-06888,2025-09-07,16:33,Chat App,Medicamento agotado,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1075,0.88,0.0125,2,False,80,10.7,Rosa G.
INT-02473,XFC-03972,2023-11-08,16:09,Llamada,Error en facturación,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0329,0.9178,0.0493,2,False,25,12.7,Ana M.
INT-02474,XFC-03972,2024-09-17,20:06,Chat App,Retraso en delivery,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1172,0.6346,0.2482,1,False,330,5.8,Yolanda T.
INT-02475,XFC-03972,2025-11-18,13:00,Llamada,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.1385,0.6719,0.1896,2,False,236,5.2,José L.
INT-02476,XFC-06058,2024-07-11,12:57,Llamada,Retraso en delivery,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0452,0.6603,0.2945,2,False,55,5.7,Pedro D.
INT-02477,XFC-06058,2025-10-18,08:52,Llamada,Consulta sobre producto,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2575,0.2241,0.5184,3,True,98,7.9,Ana M.
INT-02478,XFC-06058,2023-06-28,10:42,Llamada,Queja de atención en sucursal,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7307,0.0797,0.1896,5,True,115,8.2,Rosa G.
INT-02479,XFC-01480,2024-03-28,12:43,Llamada,Seguimiento de pedido,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.4482,0.1001,0.4517,3,False,206,11.7,Yolanda T.
INT-02480,XFC-02907,2023-12-31,09:49,Chat App,Medicamento agotado,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0345,0.7428,0.2227,2,True,125,5.9,José L.
INT-02481,XFC-03613,2025-06-24,18:08,Llamada,Consulta sobre producto,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2749,0.2915,0.4336,3,True,50,9.5,Yolanda T.
INT-02482,XFC-01260,2025-02-28,18:25,WhatsApp,Reclamo de precio,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0447,0.6028,0.3525,2,False,86,16.8,María P.
INT-02483,XFC-01260,2024-07-06,07:46,Llamada,Error en facturación,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7177,0.0513,0.231,4,True,10,1.4,Luis F.
INT-02484,XFC-02768,2025-06-06,18:38,Chat App,Solicitud de reabastecimiento,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.345,0.2091,0.4459,3,True,10,11.5,Carmen S.
INT-02485,XFC-05069,2025-01-20,08:25,Llamada,Reclamo de precio,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.7309,0.0941,0.175,4,True,454,12.2,Carlos R.
INT-02486,XFC-04188,2025-12-19,10:34,Llamada,Problema con seguro/ARS,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.1128,0.6393,0.2479,1,False,10,2.6,Luis F.
INT-02487,XFC-01809,2024-07-29,20:28,WhatsApp,Queja de atención en sucursal,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7438,0.0238,0.2324,5,True,127,12.7,Carlos R.
INT-02488,XFC-01809,2025-08-23,08:55,Llamada,Error en facturación,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0342,0.9241,0.0417,1,True,235,8.9,José L.
INT-02489,XFC-02708,2023-04-18,20:43,Llamada,Consulta sobre programa de lealtad,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6504,0.0222,0.3274,4,True,138,11.5,Carlos R.
INT-02490,XFC-02708,2025-10-12,11:58,Llamada,Error en facturación,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1393,0.8117,0.049,1,False,151,8.0,José L.
INT-02491,XFC-05999,2024-10-21,15:28,WhatsApp,Solicitud de reabastecimiento,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.8883,0.0529,0.0588,4,True,41,10.6,María P.
INT-02492,XFC-05999,2025-07-03,18:52,Chat App,Devolución de producto,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.1254,0.2637,0.6109,3,True,30,6.4,Pedro D.
INT-02493,XFC-00099,2024-09-09,18:57,Llamada,Queja de atención en sucursal,Necesito información sobre el programa de lealtad.,NEUTRO,0.331,0.1312,0.5378,3,True,172,6.7,Rosa G.
INT-02494,XFC-00099,2025-11-06,15:38,WhatsApp,Solicitud de reabastecimiento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8964,0.0626,0.041,5,True,63,3.6,Ana M.
INT-02495,XFC-04180,2024-07-17,14:37,WhatsApp,Cambio de medicamento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8405,0.0835,0.076,4,True,99,13.7,Rosa G.
INT-02496,XFC-03329,2023-08-18,17:18,Llamada,Reclamo de precio,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.8544,0.0317,0.1139,4,True,113,11.3,María P.
INT-02497,XFC-03329,2025-12-04,15:36,Llamada,Devolución de producto,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3275,0.1641,0.5084,3,True,477,5.9,Miguel A.
INT-02498,XFC-03329,2024-11-22,08:00,Llamada,Medicamento agotado,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0851,0.6811,0.2338,2,False,122,3.3,Rosa G.
INT-02499,XFC-07105,2023-08-20,10:38,Email,Error en facturación,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1105,0.8108,0.0787,1,False,202,9.4,Carlos R.
INT-02500,XFC-00065,2025-08-29,12:52,Llamada,Retraso en delivery,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2284,0.1464,0.6252,3,True,42,13.4,Carlos R.
INT-02501,XFC-00065,2025-09-11,11:13,Llamada,Devolución de producto,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6896,0.0766,0.2338,4,True,95,5.6,Ana M.
INT-02502,XFC-06203,2025-07-29,16:05,Chat App,Reclamo de precio,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0702,0.7521,0.1777,1,False,24,13.6,Yolanda T.
INT-02503,XFC-06203,2025-06-22,09:28,Llamada,Solicitud de reabastecimiento,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.6806,0.0733,0.2461,5,True,70,10.6,Miguel A.
INT-02504,XFC-06203,2024-11-01,11:31,Llamada,Medicamento agotado,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1068,0.7308,0.1624,1,False,85,10.7,María P.
INT-02505,XFC-06203,2024-07-24,12:43,Llamada,Consulta sobre programa de lealtad,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.3805,0.1787,0.4408,3,True,139,8.6,María P.
INT-02506,XFC-01165,2023-12-05,16:10,WhatsApp,Consulta sobre producto,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.3018,0.1705,0.5277,3,True,69,1.0,Ana M.
INT-02507,XFC-01165,2024-12-08,20:34,WhatsApp,Consulta sobre producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7811,0.0671,0.1518,5,True,169,9.9,Carlos R.
INT-02508,XFC-07657,2025-01-22,18:10,Llamada,Reclamo de precio,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6756,0.0413,0.2831,5,True,84,1.0,Yolanda T.
INT-02509,XFC-07657,2025-09-22,07:41,Llamada,Consulta de horarios,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5983,0.0598,0.3419,4,True,159,12.2,Carlos R.
INT-02510,XFC-07657,2024-06-20,12:05,Email,Devolución de producto,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2335,0.1958,0.5707,3,False,389,11.7,María P.
INT-02511,XFC-06683,2024-02-07,16:52,Email,Consulta sobre producto,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.8471,0.0682,0.0847,5,True,18,12.8,María P.
INT-02512,XFC-06928,2024-12-21,07:15,Llamada,Retraso en delivery,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3112,0.2707,0.4181,3,False,94,10.7,Miguel A.
INT-02513,XFC-06928,2024-02-16,20:11,WhatsApp,Queja de atención en sucursal,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8923,0.0649,0.0428,4,True,67,1.0,Pedro D.
INT-02514,XFC-06928,2024-05-07,13:32,Email,Retraso en delivery,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1147,0.6311,0.2542,1,False,303,5.8,Carmen S.
INT-02515,XFC-06928,2024-09-25,07:04,Llamada,Consulta sobre programa de lealtad,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8837,0.0284,0.0879,5,True,29,8.5,Miguel A.
INT-02516,XFC-00569,2024-10-06,11:55,Llamada,Medicamento agotado,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1273,0.6253,0.2474,1,True,60,3.4,Rosa G.
INT-02517,XFC-00569,2025-12-03,20:56,WhatsApp,Problema con seguro/ARS,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.7851,0.0629,0.152,4,True,16,6.0,José L.
INT-02518,XFC-00999,2023-10-01,20:04,Chat App,Reclamo de precio,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1158,0.6177,0.2665,1,False,136,10.8,Ana M.
INT-02519,XFC-00999,2025-03-28,08:25,Email,Queja de atención en sucursal,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6841,0.0507,0.2652,5,True,59,7.9,Ana M.
INT-02520,XFC-00999,2025-09-24,10:45,WhatsApp,Reclamo de precio,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0877,0.5641,0.3482,1,False,165,1.0,Carlos R.
INT-02521,XFC-00491,2024-12-29,09:20,Llamada,Medicamento agotado,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.362,0.1424,0.4956,3,True,131,3.7,Yolanda T.
INT-02522,XFC-00491,2024-08-03,20:16,Llamada,Problema con seguro/ARS,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0946,0.8574,0.048,2,True,310,13.7,Carlos R.
INT-02523,XFC-00491,2025-04-08,18:19,Llamada,Retraso en delivery,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1912,0.1946,0.6142,3,False,108,4.4,María P.
INT-02524,XFC-01960,2024-08-21,19:00,Llamada,Reclamo de precio,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1433,0.8023,0.0544,1,False,61,8.9,Pedro D.
INT-02525,XFC-00746,2024-07-20,15:10,Llamada,Queja de atención en sucursal,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.7961,0.0849,0.119,4,True,289,10.7,Yolanda T.
INT-02526,XFC-01344,2025-12-31,19:59,Llamada,Cambio de medicamento,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2585,0.1633,0.5782,3,False,12,6.9,María P.
INT-02527,XFC-07064,2024-03-24,15:12,Llamada,Reclamo de precio,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.7933,0.062,0.1447,5,True,226,2.4,Ana M.
INT-02528,XFC-07064,2024-04-03,15:06,Llamada,Medicamento agotado,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6548,0.0665,0.2787,5,True,416,10.9,María P.
INT-02529,XFC-07064,2025-04-07,18:42,Llamada,Reclamo de precio,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.8218,0.0817,0.0965,5,True,77,14.3,Carlos R.
INT-02530,XFC-07064,2024-11-15,19:03,Llamada,Problema con app/web,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.864,0.0913,0.0447,4,True,100,8.7,Ana M.
INT-02531,XFC-03870,2025-03-21,19:57,Llamada,Seguimiento de pedido,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6679,0.0432,0.2889,4,True,66,8.8,Carmen S.
INT-02532,XFC-03870,2025-05-19,10:39,Llamada,Devolución de producto,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6076,0.0385,0.3539,4,True,133,10.7,Pedro D.
INT-02533,XFC-03870,2025-07-14,10:23,Llamada,Problema con seguro/ARS,Necesito información sobre el programa de lealtad.,NEUTRO,0.3411,0.2355,0.4234,3,True,184,7.5,María P.
INT-02534,XFC-01699,2025-08-25,14:36,Llamada,Problema con seguro/ARS,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.122,0.6026,0.2754,1,False,16,6.0,Luis F.
INT-02535,XFC-05967,2023-10-23,14:14,Email,Reclamo de precio,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1109,0.6454,0.2437,1,True,71,13.8,Luis F.
INT-02536,XFC-05967,2024-10-23,08:27,Chat App,Error en facturación,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0419,0.6697,0.2884,1,True,93,12.4,José L.
INT-02537,XFC-05967,2025-05-03,14:45,WhatsApp,Error en facturación,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.1367,0.6859,0.1774,1,False,202,4.9,Carmen S.
INT-02538,XFC-06105,2024-10-06,10:35,Llamada,Error en facturación,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6864,0.0428,0.2708,4,True,10,17.1,José L.
INT-02539,XFC-07964,2025-10-27,09:51,WhatsApp,Queja de atención en sucursal,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6889,0.0856,0.2255,5,True,30,6.9,Carmen S.
INT-02540,XFC-07964,2025-11-11,16:16,Email,Retraso en delivery,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.757,0.0784,0.1646,4,True,88,11.4,María P.
INT-02541,XFC-05639,2025-07-01,09:18,Llamada,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1478,0.8195,0.0327,2,True,109,8.6,Luis F.
INT-02542,XFC-00568,2024-06-19,12:29,Email,Consulta sobre programa de lealtad,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.5902,0.0607,0.3491,4,True,365,7.7,Luis F.
INT-02543,XFC-00568,2025-03-27,20:23,Llamada,Cambio de medicamento,Quiero confirmar si aceptan mi seguro ARS Humano.,NEUTRO,0.2002,0.1565,0.6433,3,True,318,8.5,Ana M.
INT-02544,XFC-01138,2025-01-04,16:36,Llamada,Devolución de producto,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6455,0.0382,0.3163,5,True,110,2.8,María P.
INT-02545,XFC-01138,2025-12-12,15:59,WhatsApp,Solicitud de reabastecimiento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.5527,0.044,0.4033,5,True,46,2.6,Miguel A.
INT-02546,XFC-05131,2025-10-12,20:46,WhatsApp,Solicitud de reabastecimiento,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7796,0.0525,0.1679,5,True,75,5.4,José L.
INT-02547,XFC-05131,2025-06-27,09:44,Llamada,Cambio de medicamento,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.4011,0.1537,0.4452,3,False,30,12.2,María P.
INT-02548,XFC-07777,2025-12-09,18:57,Llamada,Solicitud de reabastecimiento,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.3591,0.1762,0.4647,3,True,177,14.6,María P.
INT-02549,XFC-07777,2025-10-10,07:22,Llamada,Consulta sobre producto,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.4177,0.126,0.4563,3,False,10,3.6,Luis F.
INT-02550,XFC-07777,2025-09-06,14:08,Email,Consulta sobre producto,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.3179,0.2133,0.4688,3,True,144,7.5,Yolanda T.
INT-02551,XFC-05396,2025-02-04,17:52,Email,Medicamento agotado,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0798,0.9117,0.0085,1,False,46,7.2,José L.
INT-02552,XFC-05396,2024-06-13,07:31,Llamada,Medicamento agotado,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1038,0.9221,-0.0259,1,True,165,3.0,Miguel A.
INT-02553,XFC-05396,2023-10-04,09:45,WhatsApp,Reclamo de precio,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0406,0.6192,0.3402,1,True,10,3.3,José L.
INT-02554,XFC-04440,2025-01-18,07:24,WhatsApp,Reclamo de precio,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2703,0.194,0.5357,3,True,10,2.7,Luis F.
INT-02555,XFC-04440,2025-03-05,17:28,Llamada,Queja de atención en sucursal,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.1012,0.588,0.3108,1,True,165,10.0,Pedro D.
INT-02556,XFC-00157,2025-06-26,13:34,WhatsApp,Error en facturación,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0771,0.6986,0.2243,2,False,180,1.0,Luis F.
INT-02557,XFC-00157,2025-05-23,16:54,Llamada,Reclamo de precio,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8084,0.0968,0.0948,5,True,94,10.0,Rosa G.
INT-02558,XFC-00157,2025-05-12,07:01,WhatsApp,Reclamo de precio,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0935,0.5931,0.3134,2,False,40,7.6,Luis F.
INT-02559,XFC-03445,2025-08-19,18:08,Llamada,Error en facturación,Necesito información sobre el programa de lealtad.,NEUTRO,0.1566,0.2504,0.593,3,True,146,12.7,Pedro D.
INT-02560,XFC-03445,2025-10-14,18:49,WhatsApp,Error en facturación,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.5594,0.0922,0.3484,5,True,101,16.4,Luis F.
INT-02561,XFC-03445,2025-08-06,17:13,Chat App,Seguimiento de pedido,Necesito información sobre el programa de lealtad.,NEUTRO,0.3247,0.2351,0.4402,3,True,106,4.5,Pedro D.
INT-02562,XFC-02713,2024-12-08,07:33,Llamada,Solicitud de reabastecimiento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6381,0.0479,0.314,5,True,237,13.9,Luis F.
INT-02563,XFC-02713,2024-11-23,08:53,WhatsApp,Solicitud de reabastecimiento,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.1889,0.2679,0.5432,3,True,178,10.4,Rosa G.
INT-02564,XFC-02713,2025-02-18,11:00,Llamada,Consulta sobre programa de lealtad,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8088,0.023,0.1682,5,True,98,8.6,Yolanda T.
INT-02565,XFC-04634,2024-01-04,12:11,Llamada,Problema con seguro/ARS,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.1333,0.7446,0.1221,1,False,11,1.6,Rosa G.
INT-02566,XFC-04634,2024-02-27,09:23,Chat App,Consulta sobre programa de lealtad,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2098,0.2602,0.53,3,False,171,3.3,Ana M.
INT-02567,XFC-04634,2025-03-22,18:35,WhatsApp,Problema con seguro/ARS,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1404,0.5534,0.3062,1,True,94,9.4,José L.
INT-02568,XFC-06353,2025-06-23,14:04,Llamada,Retraso en delivery,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0865,0.7673,0.1462,1,False,138,17.3,Pedro D.
INT-02569,XFC-06353,2025-04-04,10:04,WhatsApp,Problema con app/web,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.7848,0.095,0.1202,4,True,28,6.4,Carmen S.
INT-02570,XFC-03016,2025-12-22,17:39,Chat App,Error en facturación,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.8036,0.0944,0.102,5,True,113,13.8,Pedro D.
INT-02571,XFC-03016,2025-03-20,07:33,Chat App,Problema con seguro/ARS,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0683,0.777,0.1547,2,False,329,1.9,Luis F.
INT-02572,XFC-03016,2024-10-26,13:19,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6589,0.0651,0.276,4,True,10,8.0,Miguel A.
INT-02573,XFC-03016,2023-11-01,12:39,WhatsApp,Medicamento agotado,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3045,0.1038,0.5917,3,True,171,3.5,María P.
INT-02574,XFC-03016,2024-03-13,12:49,WhatsApp,Reclamo de precio,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.9017,0.0744,0.0239,5,True,183,10.6,Carlos R.
INT-02575,XFC-04058,2025-01-12,18:38,Llamada,Reclamo de precio,Necesito información sobre el programa de lealtad.,NEUTRO,0.2748,0.2707,0.4545,3,True,409,5.6,Ana M.
INT-02576,XFC-04058,2023-10-21,07:19,WhatsApp,Solicitud de reabastecimiento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.914,0.0724,0.0136,4,True,77,18.4,Miguel A.
INT-02577,XFC-04058,2024-03-18,12:26,WhatsApp,Problema con app/web,Necesito información sobre el programa de lealtad.,NEUTRO,0.3895,0.1157,0.4948,3,True,108,3.4,Carmen S.
INT-02578,XFC-04058,2025-04-09,10:29,WhatsApp,Retraso en delivery,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1218,0.8956,-0.0174,2,True,84,10.9,María P.
INT-02579,XFC-06623,2025-09-06,19:09,WhatsApp,Problema con seguro/ARS,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8127,0.0398,0.1475,5,True,61,7.1,Yolanda T.
INT-02580,XFC-04729,2025-01-17,11:49,Llamada,Consulta sobre producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6269,0.0972,0.2759,5,True,94,8.6,Rosa G.
INT-02581,XFC-04729,2025-05-12,18:39,Chat App,Retraso en delivery,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0382,0.7898,0.172,1,False,321,9.1,Carlos R.
INT-02582,XFC-03043,2025-06-21,20:04,WhatsApp,Medicamento agotado,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.1272,0.9303,-0.0575,1,False,46,9.4,María P.
INT-02583,XFC-00893,2025-06-09,08:47,Email,Queja de atención en sucursal,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.7297,0.0277,0.2426,4,True,91,12.7,Ana M.
INT-02584,XFC-00893,2025-03-15,14:04,Llamada,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.7889,0.0562,0.1549,5,True,412,4.7,Ana M.
INT-02585,XFC-04647,2025-08-24,13:05,Llamada,Medicamento agotado,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6589,0.0292,0.3119,4,True,354,8.8,Ana M.
INT-02586,XFC-00404,2024-08-29,12:36,Email,Consulta sobre programa de lealtad,Necesito información sobre el programa de lealtad.,NEUTRO,0.2524,0.2218,0.5258,3,True,361,6.6,Ana M.
INT-02587,XFC-01240,2025-05-19,10:41,WhatsApp,Problema con seguro/ARS,Necesito información sobre el programa de lealtad.,NEUTRO,0.2642,0.2868,0.449,3,False,10,5.5,Rosa G.
INT-02588,XFC-01240,2025-06-08,13:03,Chat App,Queja de atención en sucursal,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0859,0.8814,0.0327,2,False,794,4.9,Rosa G.
INT-02589,XFC-01240,2025-03-12,11:29,Llamada,Retraso en delivery,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.622,0.0745,0.3035,5,True,18,5.3,Carmen S.
INT-02590,XFC-06891,2023-07-25,15:38,Chat App,Cambio de medicamento,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2089,0.2679,0.5232,3,True,74,8.0,María P.
INT-02591,XFC-02176,2024-06-12,17:07,Email,Retraso en delivery,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0961,0.5791,0.3248,1,True,168,9.5,Luis F.
INT-02592,XFC-02176,2025-01-16,11:29,Llamada,Retraso en delivery,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1271,0.7207,0.1522,2,False,405,2.8,Pedro D.
INT-02593,XFC-03796,2025-04-24,15:12,Llamada,Retraso en delivery,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0667,0.6866,0.2467,1,True,46,9.6,Yolanda T.
INT-02594,XFC-03796,2025-01-30,13:39,WhatsApp,Error en facturación,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0285,0.5974,0.3741,2,False,60,11.7,María P.
INT-02595,XFC-03796,2024-10-09,10:59,Llamada,Consulta de horarios,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.2355,0.2213,0.5432,3,True,93,9.0,Yolanda T.
INT-02596,XFC-01225,2025-04-24,17:33,Llamada,Reclamo de precio,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0724,0.6526,0.275,1,False,129,1.0,Pedro D.
INT-02597,XFC-01225,2025-01-09,14:10,WhatsApp,Error en facturación,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1138,0.6527,0.2335,2,False,110,5.8,Carlos R.
INT-02598,XFC-00689,2025-04-25,09:07,Chat App,Problema con seguro/ARS,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.1461,0.6383,0.2156,1,False,120,5.1,Yolanda T.
INT-02599,XFC-00689,2024-10-18,16:22,Llamada,Reclamo de precio,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.8323,0.0545,0.1132,5,True,191,10.1,José L.
INT-02600,XFC-03339,2024-09-21,16:02,Chat App,Consulta de horarios,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5661,0.0895,0.3444,4,True,253,8.0,Rosa G.
INT-02601,XFC-03339,2025-08-31,10:40,WhatsApp,Cambio de medicamento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.8708,0.0872,0.042,4,True,27,9.2,Rosa G.
INT-02602,XFC-03339,2024-09-03,15:07,Llamada,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1381,0.7273,0.1346,1,True,188,7.8,Miguel A.
